eval_round,n_cases,greedy_pass,random_sample_pass,proxy_pass,pairwise_pass,oracle_pass,proxy_gain_pp,pairwise_gain_pp,oracle_gain_pp,recovered_gain_proxy,recovered_gain_pairwise,verifier_AUROC,verifier_spearman_score,mean_chars_greedy,mean_chars_oracle,mean_chars_proxy,mean_chars_pairwise
C1,75,0.5866666666666667,0.6533333333333333,0.64,0.7066666666666667,0.9866666666666667,5.333333333333334,12.0,40.0,0.133333333,0.2999999992499999,0.557522584405312,0.12245705618189426,1743.3333333333333,1551.96,1728.28,1798.6266666666668
CK,75,0.7333333333333333,0.72,0.7066666666666667,0.7733333333333333,0.9866666666666667,-2.6666666666666616,4.0000000000000036,25.333333333333343,-0.10526315747922414,0.15789473621883665,0.5325931524758948,0.03974381847927143,1679.5866666666666,1468.6266666666668,1682.12,1743.9333333333334
