model,prompt_family,init_type,condition_type,round,fact_type,coarse_group,n_facts,survival_rate,survival_score_mean,ci_low,ci_high
minimax,general_task_aware,FACT_TABLE_ONLY,needed,2,RUNTIME_VARIABLE,EXECUTABLE,16,1.0,0.984375,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,ACTION_OUTCOME,EXECUTABLE,4,0.5,0.6,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.85,0.85,0.7,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,EXACT_IDENTIFIER,EXECUTABLE,12,0.8333333333333334,0.8666666666666667,0.5833333333333334,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,NARRATIVE_PROGRESS,NARRATIVE,2,0.5,0.5,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,3,RUNTIME_VARIABLE,EXECUTABLE,16,1.0,0.984375,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,ACTION_OUTCOME,EXECUTABLE,4,0.75,0.75,0.25,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.85,0.85,0.7,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,EXACT_IDENTIFIER,EXECUTABLE,12,0.8333333333333334,0.8333333333333334,0.5833333333333334,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,NARRATIVE_PROGRESS,NARRATIVE,2,0.5,0.5,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,4,RUNTIME_VARIABLE,EXECUTABLE,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,ACTION_OUTCOME,EXECUTABLE,4,0.5,0.6,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.9285714285714286,0.9285714285714286,0.7857142857142857,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.9,0.9,0.75,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,EXACT_IDENTIFIER,EXECUTABLE,12,0.8333333333333334,0.8666666666666667,0.5833333333333334,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,NARRATIVE_PROGRESS,NARRATIVE,2,0.5,0.5,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,5,RUNTIME_VARIABLE,EXECUTABLE,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,ACTION_OUTCOME,EXECUTABLE,4,0.5,0.6,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.85,0.8699999999999999,0.6737500000000001,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,EXACT_IDENTIFIER,EXECUTABLE,12,0.8333333333333334,0.8666666666666667,0.5833333333333334,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,NARRATIVE_PROGRESS,NARRATIVE,2,0.5,0.5,0.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,FACT_TABLE_ONLY,needed,6,RUNTIME_VARIABLE,EXECUTABLE,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,ACTION_OUTCOME,EXECUTABLE,4,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.9285714285714286,0.9285714285714286,0.7857142857142857,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.95,0.95,0.85,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,EXACT_IDENTIFIER,EXECUTABLE,12,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,NARRATIVE_PROGRESS,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.5625,0.5625,0.3125,0.7828124999999986
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,0,RUNTIME_VARIABLE,EXECUTABLE,16,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,ACTION_OUTCOME,EXECUTABLE,4,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.5,0.5,0.2482142857142858,0.7857142857142857
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.65,0.65,0.4,0.85
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,EXACT_IDENTIFIER,EXECUTABLE,12,0.9166666666666666,0.9166666666666666,0.75,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,NARRATIVE_PROGRESS,NARRATIVE,2,0.0,0.2,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.25,0.25,0.0625,0.4375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,1,RUNTIME_VARIABLE,EXECUTABLE,16,0.9375,0.9375,0.8125,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,ACTION_OUTCOME,EXECUTABLE,4,0.75,0.85,0.25,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.7142857142857143
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.55,0.55,0.35,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,EXACT_IDENTIFIER,EXECUTABLE,12,0.75,0.75,0.5,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,NARRATIVE_PROGRESS,NARRATIVE,2,0.0,0.2,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.1875,0.2125,0.0,0.375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.9,0.5,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,2,RUNTIME_VARIABLE,EXECUTABLE,16,0.875,0.9,0.6875,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,ACTION_OUTCOME,EXECUTABLE,4,0.75,0.85,0.25,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.7857142857142857
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.5,0.5,0.3,0.7
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,EXACT_IDENTIFIER,EXECUTABLE,12,0.6666666666666666,0.6666666666666666,0.4166666666666667,0.9166666666666666
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,NARRATIVE_PROGRESS,NARRATIVE,2,0.5,0.7,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.125,0.125,0.0,0.3125
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.9,0.5,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,3,RUNTIME_VARIABLE,EXECUTABLE,16,0.8125,0.8125,0.625,0.9703124999999986
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,ACTION_OUTCOME,EXECUTABLE,4,0.5,0.6,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.5714285714285714
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.3,0.3,0.1,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,EXACT_IDENTIFIER,EXECUTABLE,12,0.5833333333333334,0.5833333333333334,0.25,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,NARRATIVE_PROGRESS,NARRATIVE,2,0.0,0.2,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.1875,0.1875,0.0,0.375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.9,0.5,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,4,RUNTIME_VARIABLE,EXECUTABLE,16,0.75,0.75,0.5,0.9375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,ACTION_OUTCOME,EXECUTABLE,4,0.25,0.35,0.0,0.75
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.6428571428571429
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.3,0.3,0.1,0.5
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,EXACT_IDENTIFIER,EXECUTABLE,12,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,NARRATIVE_PROGRESS,NARRATIVE,2,0.0,0.2,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.1875,0.1875,0.0,0.375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.9,0.5,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,5,RUNTIME_VARIABLE,EXECUTABLE,16,0.75,0.775,0.5625,0.9375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,ACTION_OUTCOME,EXECUTABLE,4,0.5,0.6,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.6428571428571429
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,0.3,0.3,0.1,0.47624999999999884
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,EXACT_IDENTIFIER,EXECUTABLE,12,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.8333333333333334
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,NARRATIVE_PROGRESS,NARRATIVE,2,0.0,0.2,0.0,0.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,0.1875,0.1875,0.0,0.375
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,NARRATIVE_HEAVY,needed,6,RUNTIME_VARIABLE,EXECUTABLE,16,0.75,0.75,0.5,0.9375
minimax,general_task_aware,RAW_FULL,needed,0,ACTION_OUTCOME,EXECUTABLE,13,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,COMPLETED_SUBTASK,TASK_STATE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,EXACT_IDENTIFIER,EXECUTABLE,28,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,NARRATIVE_PROGRESS,NARRATIVE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,0,RUNTIME_VARIABLE,EXECUTABLE,42,0.9523809523809523,0.9523809523809523,0.8809523809523809,1.0
minimax,general_task_aware,RAW_FULL,needed,1,ACTION_OUTCOME,EXECUTABLE,13,0.6923076923076923,0.7538461538461539,0.38461538461538464,0.9230769230769231
minimax,general_task_aware,RAW_FULL,needed,1,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,0.6341463414634146,0.6439024390243903,0.47500000000000003,0.7804878048780488
minimax,general_task_aware,RAW_FULL,needed,1,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,0.78,0.78,0.68,0.8904999999999995
minimax,general_task_aware,RAW_FULL,needed,1,COMPLETED_SUBTASK,TASK_STATE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,needed,1,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,1,EXACT_IDENTIFIER,EXECUTABLE,28,0.9285714285714286,0.9285714285714286,0.8214285714285714,1.0
minimax,general_task_aware,RAW_FULL,needed,1,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,1,NARRATIVE_PROGRESS,NARRATIVE,6,0.3333333333333333,0.39999999999999997,0.0,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,0.175,0.175,0.075,0.3
minimax,general_task_aware,RAW_FULL,needed,1,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,1,RUNTIME_VARIABLE,EXECUTABLE,42,0.8333333333333334,0.8523809523809524,0.7142857142857143,0.941071428571428
minimax,general_task_aware,RAW_FULL,needed,2,ACTION_OUTCOME,EXECUTABLE,13,0.6153846153846154,0.7384615384615384,0.38461538461538464,0.8461538461538461
minimax,general_task_aware,RAW_FULL,needed,2,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,0.5853658536585366,0.6048780487804878,0.4146341463414634,0.7317073170731707
minimax,general_task_aware,RAW_FULL,needed,2,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,0.7,0.7,0.56,0.82
minimax,general_task_aware,RAW_FULL,needed,2,COMPLETED_SUBTASK,TASK_STATE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,needed,2,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,2,EXACT_IDENTIFIER,EXECUTABLE,28,0.9285714285714286,0.9285714285714286,0.8214285714285714,1.0
minimax,general_task_aware,RAW_FULL,needed,2,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,2,NARRATIVE_PROGRESS,NARRATIVE,6,0.3333333333333333,0.39999999999999997,0.0,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,0.175,0.185,0.05,0.3
minimax,general_task_aware,RAW_FULL,needed,2,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,2,RUNTIME_VARIABLE,EXECUTABLE,42,0.7619047619047619,0.7714285714285714,0.6428571428571429,0.8809523809523809
minimax,general_task_aware,RAW_FULL,needed,3,ACTION_OUTCOME,EXECUTABLE,13,0.7692307692307693,0.8,0.5384615384615384,1.0
minimax,general_task_aware,RAW_FULL,needed,3,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,0.4146341463414634,0.43414634146341463,0.24390243902439024,0.5853658536585366
minimax,general_task_aware,RAW_FULL,needed,3,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,0.6,0.6,0.46,0.74
minimax,general_task_aware,RAW_FULL,needed,3,COMPLETED_SUBTASK,TASK_STATE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,needed,3,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,3,EXACT_IDENTIFIER,EXECUTABLE,28,0.8928571428571429,0.8928571428571429,0.75,1.0
minimax,general_task_aware,RAW_FULL,needed,3,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,3,NARRATIVE_PROGRESS,NARRATIVE,6,0.3333333333333333,0.35833333333333334,0.0,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,3,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,0.2,0.19375,0.1,0.325
minimax,general_task_aware,RAW_FULL,needed,3,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,3,RUNTIME_VARIABLE,EXECUTABLE,42,0.6666666666666666,0.6952380952380952,0.5238095238095238,0.8095238095238095
minimax,general_task_aware,RAW_FULL,needed,4,ACTION_OUTCOME,EXECUTABLE,13,0.6923076923076923,0.7846153846153847,0.46153846153846156,0.9230769230769231
minimax,general_task_aware,RAW_FULL,needed,4,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,0.3170731707317073,0.33658536585365856,0.17073170731707318,0.4634146341463415
minimax,general_task_aware,RAW_FULL,needed,4,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,0.52,0.52,0.36,0.66
minimax,general_task_aware,RAW_FULL,needed,4,COMPLETED_SUBTASK,TASK_STATE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,needed,4,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,4,EXACT_IDENTIFIER,EXECUTABLE,28,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9642857142857143
minimax,general_task_aware,RAW_FULL,needed,4,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,4,NARRATIVE_PROGRESS,NARRATIVE,6,0.3333333333333333,0.35833333333333334,0.0,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,4,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,0.175,0.175,0.05,0.3
minimax,general_task_aware,RAW_FULL,needed,4,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,0.8333333333333334,0.8666666666666667,0.5833333333333334,1.0
minimax,general_task_aware,RAW_FULL,needed,4,RUNTIME_VARIABLE,EXECUTABLE,42,0.6190476190476191,0.638095238095238,0.47619047619047616,0.7619047619047619
minimax,general_task_aware,RAW_FULL,needed,5,ACTION_OUTCOME,EXECUTABLE,13,0.6153846153846154,0.7076923076923077,0.38461538461538464,0.8461538461538461
minimax,general_task_aware,RAW_FULL,needed,5,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,0.3170731707317073,0.33658536585365856,0.1951219512195122,0.4634146341463415
minimax,general_task_aware,RAW_FULL,needed,5,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,0.5,0.5,0.38,0.64
minimax,general_task_aware,RAW_FULL,needed,5,COMPLETED_SUBTASK,TASK_STATE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,needed,5,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,5,EXACT_IDENTIFIER,EXECUTABLE,28,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9642857142857143
minimax,general_task_aware,RAW_FULL,needed,5,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,5,NARRATIVE_PROGRESS,NARRATIVE,6,0.16666666666666666,0.3,0.0,0.5
minimax,general_task_aware,RAW_FULL,needed,5,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,0.2,0.2,0.075,0.325
minimax,general_task_aware,RAW_FULL,needed,5,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,0.9166666666666666,0.9166666666666666,0.75,1.0
minimax,general_task_aware,RAW_FULL,needed,5,RUNTIME_VARIABLE,EXECUTABLE,42,0.6190476190476191,0.6476190476190476,0.47619047619047616,0.7619047619047619
minimax,general_task_aware,RAW_FULL,needed,6,ACTION_OUTCOME,EXECUTABLE,13,0.6153846153846154,0.7076923076923077,0.3076923076923077,0.8461538461538461
minimax,general_task_aware,RAW_FULL,needed,6,API_SCHEMA_OR_PARAMETER,EXECUTABLE,41,0.3170731707317073,0.3170731707317073,0.1951219512195122,0.4634146341463415
minimax,general_task_aware,RAW_FULL,needed,6,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,50,0.46,0.46,0.32,0.58
