model,prompt_family,init_type,condition_type,round,fact_type,coarse_group,n_facts,survival_rate,survival_score_mean,ci_low,ci_high
minimax,general_task_aware,RAW_FULL,needed,6,COMPLETED_SUBTASK,TASK_STATE,6,0.6666666666666666,0.7333333333333334,0.24583333333333357,1.0
minimax,general_task_aware,RAW_FULL,needed,6,ENVIRONMENT_STATE,TASK_STATE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,6,EXACT_IDENTIFIER,EXECUTABLE,28,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9642857142857143
minimax,general_task_aware,RAW_FULL,needed,6,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,needed,6,NARRATIVE_PROGRESS,NARRATIVE,6,0.3333333333333333,0.4666666666666666,0.0,0.6666666666666666
minimax,general_task_aware,RAW_FULL,needed,6,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,40,0.2,0.2,0.1,0.35
minimax,general_task_aware,RAW_FULL,needed,6,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,12,0.9166666666666666,0.9166666666666666,0.75,1.0
minimax,general_task_aware,RAW_FULL,needed,6,RUNTIME_VARIABLE,EXECUTABLE,42,0.6428571428571429,0.6619047619047619,0.5,0.7857142857142857
minimax,general_task_aware,RAW_FULL,unneeded,0,ACTION_OUTCOME,EXECUTABLE,9,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,EXACT_IDENTIFIER,EXECUTABLE,16,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,NARRATIVE_PROGRESS,NARRATIVE,4,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,0,RUNTIME_VARIABLE,EXECUTABLE,26,0.9615384615384616,0.9615384615384616,0.8846153846153846,1.0
minimax,general_task_aware,RAW_FULL,unneeded,1,ACTION_OUTCOME,EXECUTABLE,9,0.3333333333333333,0.4222222222222222,0.1111111111111111,0.6666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,1,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.7407407407407407,0.7407407407407407,0.5555555555555556,0.9259259259259259
minimax,general_task_aware,RAW_FULL,unneeded,1,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.6333333333333333,0.6466666666666666,0.4666666666666667,0.8
minimax,general_task_aware,RAW_FULL,unneeded,1,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,unneeded,1,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,1,EXACT_IDENTIFIER,EXECUTABLE,16,0.875,0.875,0.6875,1.0
minimax,general_task_aware,RAW_FULL,unneeded,1,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,1,NARRATIVE_PROGRESS,NARRATIVE,4,0.25,0.35,0.0,0.75
minimax,general_task_aware,RAW_FULL,unneeded,1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.3135416666666657
minimax,general_task_aware,RAW_FULL,unneeded,1,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,1,RUNTIME_VARIABLE,EXECUTABLE,26,0.7692307692307693,0.7846153846153846,0.6153846153846154,0.9230769230769231
minimax,general_task_aware,RAW_FULL,unneeded,2,ACTION_OUTCOME,EXECUTABLE,9,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.7777777777777778
minimax,general_task_aware,RAW_FULL,unneeded,2,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.48148148148148145,0.48148148148148145,0.2962962962962963,0.6666666666666666
minimax,general_task_aware,RAW_FULL,unneeded,2,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.36666666666666664,0.38,0.21583333333333338,0.5333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,2,COMPLETED_SUBTASK,TASK_STATE,3,0.3333333333333333,0.3333333333333333,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,2,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,2,EXACT_IDENTIFIER,EXECUTABLE,16,0.8125,0.8125,0.625,1.0
minimax,general_task_aware,RAW_FULL,unneeded,2,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,2,NARRATIVE_PROGRESS,NARRATIVE,4,0.5,0.6,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.08333333333333333,0.08333333333333333,0.0,0.20833333333333334
minimax,general_task_aware,RAW_FULL,unneeded,2,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.8333333333333334,0.5,1.0
minimax,general_task_aware,RAW_FULL,unneeded,2,RUNTIME_VARIABLE,EXECUTABLE,26,0.5,0.5153846153846154,0.3076923076923077,0.6538461538461539
minimax,general_task_aware,RAW_FULL,unneeded,3,ACTION_OUTCOME,EXECUTABLE,9,0.2222222222222222,0.26666666666666666,0.0,0.5555555555555556
minimax,general_task_aware,RAW_FULL,unneeded,3,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.48148148148148145,0.48148148148148145,0.2962962962962963,0.7037037037037037
minimax,general_task_aware,RAW_FULL,unneeded,3,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.4,0.41333333333333333,0.23333333333333334,0.5666666666666667
minimax,general_task_aware,RAW_FULL,unneeded,3,COMPLETED_SUBTASK,TASK_STATE,3,0.3333333333333333,0.3333333333333333,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,3,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,RAW_FULL,unneeded,3,EXACT_IDENTIFIER,EXECUTABLE,16,0.8125,0.8125,0.625,1.0
minimax,general_task_aware,RAW_FULL,unneeded,3,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,3,NARRATIVE_PROGRESS,NARRATIVE,4,0.25,0.25,0.0,0.75
minimax,general_task_aware,RAW_FULL,unneeded,3,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.08333333333333333,0.08333333333333333,0.0,0.20833333333333334
minimax,general_task_aware,RAW_FULL,unneeded,3,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.8333333333333334,0.5,1.0
minimax,general_task_aware,RAW_FULL,unneeded,3,RUNTIME_VARIABLE,EXECUTABLE,26,0.46153846153846156,0.49230769230769234,0.2692307692307692,0.6538461538461539
minimax,general_task_aware,RAW_FULL,unneeded,4,ACTION_OUTCOME,EXECUTABLE,9,0.1111111111111111,0.15555555555555556,0.0,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,4,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.4074074074074074,0.4074074074074074,0.2222222222222222,0.5925925925925926
minimax,general_task_aware,RAW_FULL,unneeded,4,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.3,0.3,0.13333333333333333,0.4841666666666659
minimax,general_task_aware,RAW_FULL,unneeded,4,COMPLETED_SUBTASK,TASK_STATE,3,0.3333333333333333,0.3333333333333333,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,4,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,RAW_FULL,unneeded,4,EXACT_IDENTIFIER,EXECUTABLE,16,0.6875,0.6875,0.4375,0.875
minimax,general_task_aware,RAW_FULL,unneeded,4,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,4,NARRATIVE_PROGRESS,NARRATIVE,4,0.25,0.25,0.0,0.75
minimax,general_task_aware,RAW_FULL,unneeded,4,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.08333333333333333,0.08333333333333333,0.0,0.20833333333333334
minimax,general_task_aware,RAW_FULL,unneeded,4,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.8333333333333334,0.5,1.0
minimax,general_task_aware,RAW_FULL,unneeded,4,RUNTIME_VARIABLE,EXECUTABLE,26,0.46153846153846156,0.49230769230769234,0.2692307692307692,0.6538461538461539
minimax,general_task_aware,RAW_FULL,unneeded,5,ACTION_OUTCOME,EXECUTABLE,9,0.1111111111111111,0.15555555555555556,0.0,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,5,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.5555555555555556
minimax,general_task_aware,RAW_FULL,unneeded,5,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.3,0.31333333333333335,0.13333333333333333,0.4666666666666667
minimax,general_task_aware,RAW_FULL,unneeded,5,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,5,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,RAW_FULL,unneeded,5,EXACT_IDENTIFIER,EXECUTABLE,16,0.6875,0.6875,0.4375,0.9078124999999986
minimax,general_task_aware,RAW_FULL,unneeded,5,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,5,NARRATIVE_PROGRESS,NARRATIVE,4,0.25,0.35,0.0,0.75
minimax,general_task_aware,RAW_FULL,unneeded,5,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.08333333333333333,0.08333333333333333,0.0,0.20833333333333334
minimax,general_task_aware,RAW_FULL,unneeded,5,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.8333333333333334,0.5,1.0
minimax,general_task_aware,RAW_FULL,unneeded,5,RUNTIME_VARIABLE,EXECUTABLE,26,0.46153846153846156,0.49230769230769234,0.2692307692307692,0.6538461538461539
minimax,general_task_aware,RAW_FULL,unneeded,6,ACTION_OUTCOME,EXECUTABLE,9,0.1111111111111111,0.15555555555555556,0.0,0.3333333333333333
minimax,general_task_aware,RAW_FULL,unneeded,6,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.4074074074074074,0.4074074074074074,0.2222222222222222,0.5925925925925926
minimax,general_task_aware,RAW_FULL,unneeded,6,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.26666666666666666,0.28,0.1,0.43333333333333335
minimax,general_task_aware,RAW_FULL,unneeded,6,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,6,ENVIRONMENT_STATE,TASK_STATE,1,0.0,0.0,0.0,0.0
minimax,general_task_aware,RAW_FULL,unneeded,6,EXACT_IDENTIFIER,EXECUTABLE,16,0.6875,0.6875,0.4375,0.875
minimax,general_task_aware,RAW_FULL,unneeded,6,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
minimax,general_task_aware,RAW_FULL,unneeded,6,NARRATIVE_PROGRESS,NARRATIVE,4,0.25,0.35,0.0,0.75
minimax,general_task_aware,RAW_FULL,unneeded,6,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.08333333333333333,0.08333333333333333,0.0,0.20833333333333334
minimax,general_task_aware,RAW_FULL,unneeded,6,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
minimax,general_task_aware,RAW_FULL,unneeded,6,RUNTIME_VARIABLE,EXECUTABLE,26,0.46153846153846156,0.49230769230769234,0.3076923076923077,0.6538461538461539
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,ACTION_OUTCOME,EXECUTABLE,9,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.9629629629629629,0.9629629629629629,0.8888888888888888,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,EXACT_IDENTIFIER,EXECUTABLE,16,0.9375,0.9375,0.8125,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,NARRATIVE_GOAL,NARRATIVE,2,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,NARRATIVE_PROGRESS,NARRATIVE,4,0.75,0.75,0.25,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.8333333333333334,0.5,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,0,RUNTIME_VARIABLE,EXECUTABLE,26,0.9230769230769231,0.9230769230769231,0.8076923076923077,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,ACTION_OUTCOME,EXECUTABLE,9,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9472222222222196
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.4444444444444444,0.4444444444444444,0.25925925925925924,0.6296296296296297
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.4,0.4,0.23333333333333334,0.5666666666666667
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,EXACT_IDENTIFIER,EXECUTABLE,16,0.75,0.75,0.5,0.9375
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,NARRATIVE_PROGRESS,NARRATIVE,4,0.0,0.0,0.0,0.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.25,0.25,0.08333333333333333,0.4166666666666667
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,1,RUNTIME_VARIABLE,EXECUTABLE,26,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.5
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,ACTION_OUTCOME,EXECUTABLE,9,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.37037037037037035,0.37037037037037035,0.18518518518518517,0.5555555555555556
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.4,0.4,0.23333333333333334,0.5666666666666667
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,COMPLETED_SUBTASK,TASK_STATE,3,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,EXACT_IDENTIFIER,EXECUTABLE,16,0.6875,0.6875,0.4375,0.875
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,NARRATIVE_PROGRESS,NARRATIVE,4,0.0,0.0,0.0,0.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.125,0.125,0.0,0.25
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.5,0.5,0.0791666666666669,0.8333333333333334
qwen,general_task_agnostic,RAW_FULL,task_agnostic,2,RUNTIME_VARIABLE,EXECUTABLE,26,0.2692307692307692,0.2692307692307692,0.11538461538461539,0.4432692307692299
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,ACTION_OUTCOME,EXECUTABLE,9,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.8888888888888888
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.3333333333333333,0.3333333333333333,0.14814814814814814,0.5009259259259251
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.5174999999999992
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,EXACT_IDENTIFIER,EXECUTABLE,16,0.75,0.75,0.5,0.9375
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,NARRATIVE_PROGRESS,NARRATIVE,4,0.0,0.0,0.0,0.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.125,0.125,0.0,0.25
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,3,RUNTIME_VARIABLE,EXECUTABLE,26,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.46153846153846156
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,ACTION_OUTCOME,EXECUTABLE,9,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.2962962962962963,0.2962962962962963,0.14814814814814814,0.48148148148148145
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.3,0.3,0.16666666666666666,0.5
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,EXACT_IDENTIFIER,EXECUTABLE,16,0.75,0.75,0.5296875000000001,0.9375
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,NARRATIVE_PROGRESS,NARRATIVE,4,0.0,0.0,0.0,0.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.125,0.125,0.0,0.2916666666666667
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.5,0.5,0.16666666666666666,0.8333333333333334
qwen,general_task_agnostic,RAW_FULL,task_agnostic,4,RUNTIME_VARIABLE,EXECUTABLE,26,0.2692307692307692,0.2692307692307692,0.11538461538461539,0.4230769230769231
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,ACTION_OUTCOME,EXECUTABLE,9,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.8888888888888888
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.2962962962962963,0.2962962962962963,0.14814814814814814,0.48148148148148145
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.3,0.3,0.16666666666666666,0.4666666666666667
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,COMPLETED_SUBTASK,TASK_STATE,3,0.3333333333333333,0.3333333333333333,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,EXACT_IDENTIFIER,EXECUTABLE,16,0.6875,0.6875,0.4375,0.875
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,NARRATIVE_PROGRESS,NARRATIVE,4,0.0,0.0,0.0,0.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.125,0.125,0.019791666666666725,0.2916666666666667
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.5,0.5,0.16666666666666666,0.8333333333333334
qwen,general_task_agnostic,RAW_FULL,task_agnostic,5,RUNTIME_VARIABLE,EXECUTABLE,26,0.2692307692307692,0.2692307692307692,0.11538461538461539,0.4230769230769231
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,ACTION_OUTCOME,EXECUTABLE,9,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.8888888888888888
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,API_SCHEMA_OR_PARAMETER,EXECUTABLE,27,0.2962962962962963,0.2962962962962963,0.14814814814814814,0.48148148148148145
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,30,0.3,0.3,0.13333333333333333,0.5
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,COMPLETED_SUBTASK,TASK_STATE,3,0.6666666666666666,0.6666666666666666,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,EXACT_IDENTIFIER,EXECUTABLE,16,0.6875,0.6875,0.4375,0.9375
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,NARRATIVE_GOAL,NARRATIVE,2,0.5,0.5,0.0,1.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,NARRATIVE_PROGRESS,NARRATIVE,4,0.0,0.0,0.0,0.0
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,24,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.3333333333333333
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.5,0.5,0.16666666666666666,0.8333333333333334
qwen,general_task_agnostic,RAW_FULL,task_agnostic,6,RUNTIME_VARIABLE,EXECUTABLE,26,0.2692307692307692,0.2692307692307692,0.11538461538461539,0.46153846153846156
qwen,general_task_aware,DETAIL_HEAVY,needed,0,ACTION_OUTCOME,EXECUTABLE,4,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,COMPLETED_SUBTASK,TASK_STATE,3,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,ENVIRONMENT_STATE,TASK_STATE,1,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,EXACT_IDENTIFIER,EXECUTABLE,12,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,NARRATIVE_PROGRESS,NARRATIVE,2,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,CONTROL,16,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,NUMERIC_OR_DATE_LITERAL,EXECUTABLE,6,0.8333333333333334,0.8333333333333334,0.5,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,0,RUNTIME_VARIABLE,EXECUTABLE,16,1.0,1.0,1.0,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,1,ACTION_OUTCOME,EXECUTABLE,4,0.75,0.75,0.25,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,1,API_SCHEMA_OR_PARAMETER,EXECUTABLE,14,0.9285714285714286,0.9285714285714286,0.7857142857142857,1.0
qwen,general_task_aware,DETAIL_HEAVY,needed,1,AUTH_OR_ACCESS_TOKEN,EXECUTABLE,20,1.0,1.0,1.0,1.0
