case_id,model,prompt_family,condition_type,init_a,init_b,init_fact_jaccard_distance,init_type_l1_distance,init_text_distance,fin_fact_jaccard_distance,fin_type_l1_distance,fin_text_distance,contraction_fact_jaccard,contraction_type_l1,contraction_text
3ab5b8b_1,minimax,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.0,0.0,0.5564053537284894,1.0,0.5,1.0,100000000.0,50000000.0,1.7972508591065295
3ab5b8b_1,qwen,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.16666666666666663,0.16666666666666669,0.904950495049505,0.33333333333333337,0.19999999999999998,0.6976744186046512,2.000000000000001,1.1999999999999997,0.7709531321561244
3ab5b8b_1,qwen,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.5,0.35,0.5616698292220114,1.0,0.5,0.7053571428571428,2.0,1.4285714285714286,1.2558216698841698
3ab5b8b_1,qwen,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.04752475247524757,1.0,0.5,1.0,100000000.0,50000000.0,21.041666666666647
3ab5b8b_1,qwen,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.33333333333333337,0.25,0.921146953405018,1.0,0.5,0.8803418803418803,2.9999999999999996,2.0,0.9557018856629751
3ab5b8b_1,qwen,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.16666666666666663,0.16666666666666669,0.9503968253968254,1.0,0.5,1.0,6.000000000000002,2.9999999999999996,1.0521920668058455
3ab5b8b_1,qwen,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.5,0.35,0.5465346534653466,0.0,0.0,1.0,0.0,0.0,1.8297101449275361
4ec8de5_1,minimax,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.9213675213675214,0.4285714285714286,0.30000000000000004,0.8064516129032258,42857142.85714286,30000000.000000004,0.875276796935783
4ec8de5_1,minimax,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.0,0.0,0.552547770700637,0.8333333333333334,0.8333333333333333,0.8181818181818181,83333333.33333333,83333333.33333333,1.4807440398218494
4ec8de5_1,minimax,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.1428571428571429,0.14285714285714285,0.037606837606837584,1.0,0.49999999999999994,1.0,6.999999999999997,3.5,26.590909090909108
4ec8de5_1,minimax,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.0,0.0,0.9337175792507204,0.8,0.8,0.7636363636363637,80000000.0,80000000.0,0.8178451178451179
4ec8de5_1,minimax,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.1428571428571429,0.14285714285714285,0.9571917808219178,1.0,0.5,1.0,6.999999999999997,3.5,1.0447227191413238
4ec8de5_1,minimax,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.1428571428571429,0.14285714285714285,0.5459016393442623,1.0,0.5,1.0,6.999999999999997,3.5,1.8318318318318318
4ec8de5_1,qwen,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.9213675213675214,0.1428571428571429,0.11904761904761904,0.7777777777777778,14285714.285714291,11904761.904761903,0.8441558441558441
4ec8de5_1,qwen,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.2857142857142857,0.2285714285714286,0.5528846153846154,0.2857142857142857,0.2285714285714286,0.8111111111111111,1.0,1.0,1.4670531400966182
4ec8de5_1,qwen,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.037606837606837584,1.0,0.5,1.0,100000000.0,50000000.0,26.590909090909108
4ec8de5_1,qwen,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.2857142857142857,0.2285714285714286,0.9479768786127167,0.16666666666666663,0.16666666666666669,0.8556701030927836,0.5833333333333333,0.7291666666666666,0.9026276087503144
4ec8de5_1,qwen,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9571917808219178,1.0,0.49999999999999994,1.0,100000000.0,49999999.99999999,1.0447227191413238
4ec8de5_1,qwen,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.2857142857142857,0.2285714285714286,0.538971807628524,1.0,0.5,1.0,3.5,2.1875,1.8553846153846154
4ec8de5_3,minimax,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.9111111111111111,0.625,0.6249999999999999,0.7474747474747474,62500000.0,62499999.999999985,0.8203991130820398
4ec8de5_3,minimax,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.125,0.12499999999999997,0.5660377358490566,0.33333333333333337,0.33333333333333337,0.8135593220338984,2.666666666666667,2.6666666666666674,1.4372881355932206
4ec8de5_3,minimax,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.0444444444444444,1.0,0.5,1.0,100000000.0,50000000.0,22.500000000000025
