candidate_id,case_id,model,generation_type,converged_binary,convergence_round,text_similarity_last,length_change_last,token_jaccard_last
57c3486_1__minimax__sample_06,57c3486_1,minimax,sample,True,1,0.9669549789310269,0.007569011576135352,0.9411764705882353
57c3486_2__minimax__greedy,57c3486_2,minimax,greedy,True,1,1.0,0.0,1.0
57c3486_2__minimax__sample_02,57c3486_2,minimax,sample,True,2,1.0,0.0,1.0
57c3486_2__minimax__sample_00,57c3486_2,minimax,sample,False,-1,0.9480192351728876,0.09448441247002398,0.9219512195121952
57c3486_2__minimax__sample_01,57c3486_2,minimax,sample,False,-1,0.7346449136276392,0.0009601536245799327,0.7574257425742574
57c3486_2__minimax__sample_04,57c3486_2,minimax,sample,True,2,1.0,0.0,1.0
57c3486_2__minimax__sample_03,57c3486_2,minimax,sample,True,2,1.0,0.0,1.0
57c3486_2__minimax__sample_05,57c3486_2,minimax,sample,False,-1,0.7387518142235123,0.045522018802572985,0.7397260273972602
57c3486_2__minimax__sample_07,57c3486_2,minimax,sample,True,2,0.9953098000493705,0.0014800197335964479,0.9840425531914894
57c3486_2__minimax__sample_06,57c3486_2,minimax,sample,True,2,0.9617459538989701,0.0009813542688910696,0.9
57c3486_3__minimax__greedy,57c3486_3,minimax,greedy,False,-1,0.9038022023685851,0.004581424406497293,0.9330143540669856
57c3486_3__minimax__sample_01,57c3486_3,minimax,sample,True,2,1.0,0.0,1.0
57c3486_3__minimax__sample_00,57c3486_3,minimax,sample,False,-1,0.974290780141844,0.032272132577409504,0.9644670050761421
57c3486_3__minimax__sample_02,57c3486_3,minimax,sample,False,-1,0.7798408488063661,0.06305464736104624,0.7093596059113301
57c3486_3__minimax__sample_04,57c3486_3,minimax,sample,False,-1,0.9794784095767421,0.041903099083369706,0.9792746113989638
57c3486_3__minimax__sample_03,57c3486_3,minimax,sample,False,-1,0.8552486187845304,0.13632619439868204,0.6774193548387096
57c3486_3__minimax__sample_05,57c3486_3,minimax,sample,True,2,1.0,0.0,1.0
57c3486_3__minimax__sample_07,57c3486_3,minimax,sample,True,2,1.0,0.0,1.0
57c3486_3__minimax__sample_06,57c3486_3,minimax,sample,False,-1,0.9177998782220418,0.015132924335378323,0.8849557522123894
6171bbc_2__minimax__greedy,6171bbc_2,minimax,greedy,True,2,0.9994269340974212,0.0011467889908256881,1.0
6171bbc_2__minimax__sample_00,6171bbc_2,minimax,sample,True,2,0.99581589958159,0.0032691609153650564,0.9958847736625515
6171bbc_2__minimax__sample_01,6171bbc_2,minimax,sample,False,-1,0.9708599857853589,0.027570093457943926,0.9326923076923077
6171bbc_2__minimax__sample_02,6171bbc_2,minimax,sample,True,2,0.9993496639930631,0.0013015184381778742,1.0
6171bbc_2__minimax__sample_03,6171bbc_2,minimax,sample,True,2,1.0,0.0,1.0
6171bbc_2__minimax__sample_04,6171bbc_2,minimax,sample,False,-1,0.9571342322398873,0.06049960967993755,0.9156118143459916
6171bbc_2__minimax__sample_05,6171bbc_2,minimax,sample,True,2,0.9934723099599916,0.006297229219143577,0.9875
6171bbc_2__minimax__sample_06,6171bbc_2,minimax,sample,False,-1,0.9349377931878442,0.029387417218543047,0.9490740740740741
6171bbc_2__minimax__sample_07,6171bbc_2,minimax,sample,True,2,0.9993098688750862,0.0013812154696132596,1.0
6171bbc_3__minimax__greedy,6171bbc_3,minimax,greedy,True,2,0.9983115238497257,0.0033826638477801266,1.0
6171bbc_3__minimax__sample_01,6171bbc_3,minimax,sample,True,2,0.9991556431184914,0.0016901408450704226,1.0
6171bbc_3__minimax__sample_03,6171bbc_3,minimax,sample,False,-1,0.9779374037968189,0.04512067156348373,0.9453551912568307
6171bbc_3__minimax__sample_00,6171bbc_3,minimax,sample,True,2,1.0,0.0,1.0
6171bbc_3__minimax__sample_04,6171bbc_3,minimax,sample,True,2,0.9712577604046907,0.0106333795654184,0.989247311827957
6171bbc_3__minimax__sample_02,6171bbc_3,minimax,sample,False,-1,0.9589733618510597,0.03925455987311657,0.9537037037037037
68ee2c9_2__minimax__sample_00,68ee2c9_2,minimax,sample,True,2,1.0,0.0,1.0
6171bbc_3__minimax__sample_06,6171bbc_3,minimax,sample,False,-1,0.9439571150097466,0.01451378809869376,0.9090909090909091
68ee2c9_2__minimax__greedy,68ee2c9_2,minimax,greedy,True,2,0.99386816555953,0.00409626216077829,0.972027972027972
6171bbc_3__minimax__sample_05,6171bbc_3,minimax,sample,False,-1,0.7535964588712653,0.028363636363636365,0.7096774193548387
68ee2c9_2__minimax__sample_01,68ee2c9_2,minimax,sample,True,2,0.9991724137931034,0.0016565433462175593,1.0
68ee2c9_2__minimax__sample_04,68ee2c9_2,minimax,sample,False,-1,0.8348240906380441,0.11573033707865168,0.6842105263157895
6171bbc_3__minimax__sample_07,6171bbc_3,minimax,sample,True,1,1.0,0.0,1.0
68ee2c9_2__minimax__sample_05,68ee2c9_2,minimax,sample,True,1,0.9966759002770084,0.005555555555555556,1.0
68ee2c9_2__minimax__sample_02,68ee2c9_2,minimax,sample,False,-1,0.8187134502923976,0.03184410646387833,0.68
68ee2c9_2__minimax__sample_07,68ee2c9_2,minimax,sample,False,-1,0.6390605686032138,0.19318816303740927,0.5063291139240507
68ee2c9_2__minimax__sample_03,68ee2c9_2,minimax,sample,False,-1,0.8041639557579701,0.07151819322459223,0.6818181818181818
68ee2c9_2__minimax__sample_06,68ee2c9_2,minimax,sample,True,2,1.0,0.0,1.0
6c2c621_1__minimax__greedy,6c2c621_1,minimax,greedy,False,-1,0.9371035940803383,0.06212534059945504,0.8813559322033898
6c2c621_1__minimax__sample_00,6c2c621_1,minimax,sample,False,-1,0.8810126582278481,0.04769310523587351,0.7950310559006211
