fact_id,case_id,fact_type,passed,needed_condition_mentions_fact,unneeded_condition_mentions_fact,length_match_ok,delta_len_pct,needed_chars,unneeded_chars,elapsed_s,error,reason
d4e9306_1.fact0001,d4e9306_1,RUNTIME_VARIABLE,True,False,False,True,0.267,90,122,17.611038208007812,,
d4e9306_1.fact0014,d4e9306_1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,True,False,False,True,0.043,88,94,15.406336545944214,,
d4e9306_1.fact0013,d4e9306_1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,False,False,False,False,0.0,0,0,22.22862958908081,,empty_condition_task
d4e9306_2.fact0008,d4e9306_2,ENVIRONMENT_STATE,False,True,False,True,0.333,97,66,13.811451435089111,,
d4e9306_2.fact0009,d4e9306_2,ENVIRONMENT_STATE,False,True,False,True,0.0,117,119,14.691102266311646,,
d4e9306_2.fact0005,d4e9306_2,EXACT_IDENTIFIER,True,False,False,True,0.128,159,138,17.575695514678955,,
d4e9306_2.fact0002,d4e9306_2,API_SCHEMA_OR_PARAMETER,True,False,False,True,0.061,132,124,16.038368940353394,,
d4e9306_2.fact0006,d4e9306_2,API_SCHEMA_OR_PARAMETER,True,False,False,True,0.182,74,91,22.463619232177734,,
d4e9306_2.fact0004,d4e9306_2,AUTH_OR_ACCESS_TOKEN,True,False,False,True,0.125,58,65,14.616498708724976,,
d4e9306_2.fact0007,d4e9306_2,RUNTIME_VARIABLE,True,False,False,True,0.0,151,150,18.206186771392822,,
d4e9306_2.fact0003,d4e9306_2,API_SCHEMA_OR_PARAMETER,False,False,False,False,0.0,0,0,23.247109174728394,,empty_condition_task
d4e9306_2.fact0010,d4e9306_2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,True,False,False,True,0.156,128,108,17.871299266815186,,
df61dc5_2.fact0010,df61dc5_2,AUTH_OR_ACCESS_TOKEN,True,False,False,True,0.276,118,86,15.708728790283203,,
df61dc5_2.fact0002,df61dc5_2,NUMERIC_OR_DATE_LITERAL,True,False,False,True,0.111,74,65,18.72692084312439,,
df61dc5_2.fact0000,df61dc5_2,API_SCHEMA_OR_PARAMETER,False,False,False,False,0.5,120,62,19.07148504257202,,
df61dc5_2.fact0009,df61dc5_2,RUNTIME_VARIABLE,False,False,False,False,0.419,127,72,15.484909772872925,,
df61dc5_2.fact0008,df61dc5_2,API_SCHEMA_OR_PARAMETER,True,False,False,True,0.303,133,92,21.83971333503723,,
df61dc5_2.fact0007,df61dc5_2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,False,False,False,False,0.588,139,59,14.561736106872559,,
df61dc5_2.fact0014,df61dc5_2,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,False,False,False,False,0.429,142,82,18.84767436981201,,
df61dc5_2.fact0005,df61dc5_2,EXACT_IDENTIFIER,False,False,False,False,0.0,0,0,22.53557276725769,,empty_condition_task
fac291d_1.fact0017,fac291d_1,NARRATIVE_PROGRESS,False,False,False,False,0.455,177,97,17.73625111579895,,
fac291d_1.fact0004,fac291d_1,ACTION_OUTCOME,True,False,False,True,0.125,129,114,17.673086166381836,,
fac291d_1.fact0005,fac291d_1,ACTION_OUTCOME,True,False,False,True,0.16,202,170,18.130849838256836,,
fac291d_1.fact0006,fac291d_1,ACTION_OUTCOME,False,False,False,False,0.474,231,123,18.19303798675537,,
fac291d_1.fact0007,fac291d_1,ACTION_OUTCOME,False,False,False,False,0.474,154,83,18.11996364593506,,
fac291d_1.fact0001,fac291d_1,API_SCHEMA_OR_PARAMETER,True,False,False,True,0.048,168,160,17.391917943954468,,
fac291d_1.fact0013,fac291d_1,RUNTIME_VARIABLE,True,False,False,True,0.192,104,84,16.19478940963745,,
fac291d_1.fact0010,fac291d_1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,False,False,False,False,0.457,186,101,15.840647220611572,,
fac291d_1.fact0011,fac291d_1,NEGATIVE_EVIDENCE_OR_FAILED_ATTEMPT,False,False,False,False,0.0,0,0,19.51461124420166,,empty_condition_task
